"ID_DOMINATION","CD_MATCH","CD_CLUB_DOMICILE","CD_CLUB_EXTERIEUR","CLUB_DOMINANT","DEBUT_DOMINATION","FIN_DOMINATION","SCORE_DOM_AV","SCORE_EXT_AV","SCORE_DOM_AP","SCORE_EXT_AP","ACTION_CREATRICE","NB_TIR_DOM","NB_TIR_EXT","NB_ARRET_DOM","NB_ARRET_EXT","NB_ACTION_DEF","NB_TIR_DIFF","ECART_AV","ECART_AP","ECART_CREE","DUREE"
"FR-1-H_32_48_5847_10","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_SRVHB_83700",37:48:00,39:17:00,20,13,20,15,NA,0,2,0,1,2,0,-7,-5,2,5340
"FR-1-H_32_48_5847_11","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_FTHB_31000",39:17:00,42:10:00,20,15,23,15,NA,3,0,1,0,4,0,5,8,3,10380
"FR-1-H_32_48_5847_12","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_SRVHB_83700",44:28:00,46:16:00,24,16,24,18,NA,1,2,0,1,2,0,-8,-6,2,6480
"FR-1-H_32_48_5847_13","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_SRVHB_83700",50:00:00,52:24:00,28,21,28,23,NA,0,2,1,1,3,0,-7,-5,2,8640
"FR-1-H_32_48_5847_2","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_FTHB_31000",04:55:00,07:45:00,2,1,4,1,NA,3,0,1,1,3,0,1,3,2,10200
"FR-1-H_32_48_5847_3","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_SRVHB_83700",07:45:00,09:30:00,4,1,4,3,NA,0,2,0,0,2,1,-3,-1,2,6300
"FR-1-H_32_48_5847_4","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_FTHB_31000",09:30:00,12:27:00,4,3,7,3,NA,2,0,2,0,3,0,1,4,3,10620
"FR-1-H_32_48_5847_5","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_SRVHB_83700",13:36:00,18:20:00,8,4,8,7,NA,1,3,0,1,4,0,-4,-1,3,17040
"FR-1-H_32_48_5847_6","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_FTHB_31000",18:20:00,22:40:00,8,7,11,7,NA,4,0,0,1,7,1,1,4,3,15600
"FR-1-H_32_48_5847_7","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_SRVHB_83700",23:37:00,26:19:00,12,8,12,10,NA,0,2,1,1,3,0,-4,-2,2,9720
"FR-1-H_32_48_5847_8","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_FTHB_31000",27:49:00,30:00:00,13,11,15,11,NA,2,2,1,0,2,0,2,4,2,7860
"FR-1-H_32_48_5847_9","FR-1-H_32_48_5847","FR_FTHB_31000","FR_SRVHB_83700","FR_FTHB_31000",33:42:00,37:48:00,16,13,20,13,NA,4,2,0,0,7,0,3,7,4,14760
"FR-1-H_32_49_5848_1","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_FTHB_31000",01:37:00,02:18:00,1,0,1,2,NA,0,2,0,1,1,1,-1,1,2,2460
"FR-1-H_32_49_5848_10","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_PAUC_13100",27:28:00,28:23:00,12,17,14,17,NA,1,0,0,0,1,1,-5,-3,2,3300
"FR-1-H_32_49_5848_11","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_PAUC_13100",33:51:00,38:44:00,16,20,18,20,NA,2,0,1,1,9,1,-4,-2,2,17580
"FR-1-H_32_49_5848_12","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_FTHB_31000",42:21:00,45:49:00,19,21,19,23,NA,1,1,0,1,4,0,2,4,2,12480
"FR-1-H_32_49_5848_13","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_PAUC_13100",55:43:00,57:35:00,23,27,25,27,NA,2,1,0,0,1,1,-4,-2,2,6720
"FR-1-H_32_49_5848_14","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_PAUC_13100",57:48:00,59:43:00,25,28,27,28,NA,2,1,0,0,2,1,-3,-1,2,6900
"FR-1-H_32_49_5848_2","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_PAUC_13100",03:18:00,05:46:00,2,3,4,3,NA,2,2,0,1,3,0,-1,1,2,8880
"FR-1-H_32_49_5848_3","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_FTHB_31000",05:46:00,10:25:00,4,3,4,7,NA,1,4,1,3,8,2,-1,3,4,16740
"FR-1-H_32_49_5848_4","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_PAUC_13100",10:25:00,11:56:00,4,7,6,7,NA,1,1,0,0,1,0,-3,-1,2,5460
"FR-1-H_32_49_5848_5","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_FTHB_31000",11:56:00,13:48:00,6,7,6,9,NA,0,2,0,1,2,2,1,3,2,6720
"FR-1-H_32_49_5848_6","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_FTHB_31000",14:08:00,18:50:00,7,9,7,11,NA,0,1,1,1,5,0,2,4,2,16920
"FR-1-H_32_49_5848_7","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_FTHB_31000",19:05:00,21:09:00,8,11,8,13,NA,0,2,0,0,1,1,3,5,2,7440
"FR-1-H_32_49_5848_8","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_FTHB_31000",22:35:00,24:07:00,9,13,9,15,NA,1,2,0,0,2,1,4,6,2,5520
"FR-1-H_32_49_5848_9","FR-1-H_32_49_5848","FR_PAUC_13100","FR_FTHB_31000","FR_PAUC_13100",25:28:00,26:42:00,10,16,12,16,NA,2,0,0,0,0,1,-6,-4,2,4440
"FR-1-H_32_49_5849_1","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_MHB_34000",06:17:00,07:48:00,4,3,4,5,NA,1,2,0,0,1,1,-1,1,2,5460
"FR-1-H_32_49_5849_10","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_CRMHB_35510",49:53:00,51:33:00,23,27,25,27,NA,2,1,0,0,0,1,-4,-2,2,6000
"FR-1-H_32_49_5849_11","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_MHB_34000",55:32:00,58:48:00,27,29,27,32,NA,0,3,1,2,4,0,2,5,3,11760
"FR-1-H_32_49_5849_2","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_MHB_34000",07:52:00,10:19:00,5,5,5,8,NA,0,3,0,1,3,0,0,3,3,8820
"FR-1-H_32_49_5849_3","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_MHB_34000",11:42:00,13:00:00,7,9,7,11,NA,0,2,0,0,0,0,2,4,2,4680
"FR-1-H_32_49_5849_4","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_MHB_34000",13:29:00,15:38:00,8,11,8,13,NA,0,2,0,1,3,0,3,5,2,7740
"FR-1-H_32_49_5849_5","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_CRMHB_35510",16:35:00,23:08:00,9,14,12,14,NA,5,2,3,1,10,0,-5,-2,3,23580
"FR-1-H_32_49_5849_6","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_MHB_34000",23:08:00,25:40:00,12,14,12,16,NA,0,2,1,0,3,1,2,4,2,9120
"FR-1-H_32_49_5849_7","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_CRMHB_35510",26:35:00,29:13:00,13,17,15,17,NA,2,1,0,1,2,0,-4,-2,2,9480
"FR-1-H_32_49_5849_8","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_MHB_34000",29:13:00,35:06:00,15,17,15,20,NA,2,3,1,2,9,1,2,5,3,21180
"FR-1-H_32_49_5849_9","FR-1-H_32_49_5849","FR_CRMHB_35510","FR_MHB_34000","FR_CRMHB_35510",48:15:00,49:50:00,21,26,23,26,NA,2,2,0,0,0,2,-5,-3,2,5700
"FR-1-H_32_49_5850_1","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",02:55:00,04:24:00,0,1,2,1,NA,2,0,0,0,1,0,-1,1,2,5340
"FR-1-H_32_49_5850_10","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",37:54:00,39:12:00,19,15,21,15,NA,2,0,0,0,0,0,4,6,2,4680
"FR-1-H_32_49_5850_11","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_USCHB_94000",39:12:00,42:28:00,21,15,21,17,NA,0,2,0,3,6,0,-6,-4,2,11760
"FR-1-H_32_49_5850_12","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",42:28:00,44:08:00,21,17,23,17,NA,1,0,1,0,2,1,4,6,2,6000
"FR-1-H_32_49_5850_13","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",44:58:00,46:59:00,23,18,25,18,NA,2,0,1,0,2,1,5,7,2,7260
"FR-1-H_32_49_5850_14","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",51:27:00,52:40:00,26,20,28,20,NA,2,1,0,0,0,1,6,8,2,4380
"FR-1-H_32_49_5850_15","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",53:57:00,58:01:00,28,21,31,21,NA,2,1,2,0,5,0,7,10,3,14640
"FR-1-H_32_49_5850_2","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_USCHB_94000",04:24:00,05:56:00,2,1,2,3,NA,1,2,0,0,1,0,-1,1,2,5520
"FR-1-H_32_49_5850_3","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",05:56:00,14:08:00,2,3,6,3,NA,6,1,2,0,10,2,-1,3,4,29520
"FR-1-H_32_49_5850_4","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",15:23:00,16:28:00,6,4,8,4,NA,2,1,0,0,2,1,2,4,2,3900
"FR-1-H_32_49_5850_5","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_USCHB_94000",16:28:00,18:26:00,8,4,8,6,NA,0,2,0,1,1,1,-4,-2,2,7080
"FR-1-H_32_49_5850_6","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",23:42:00,26:17:00,10,8,12,8,NA,2,0,1,1,3,0,2,4,2,9300
"FR-1-H_32_49_5850_7","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_USCHB_94000",27:20:00,30:30:00,13,9,13,12,NA,0,2,0,0,3,0,-4,-1,3,11400
"FR-1-H_32_49_5850_8","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",30:30:00,33:52:00,13,12,16,12,NA,3,1,2,0,6,1,1,4,3,12120
"FR-1-H_32_49_5850_9","FR-1-H_32_49_5850","FR_CCMHB_28000","FR_USCHB_94000","FR_CCMHB_28000",36:31:00,37:19:00,17,14,19,14,NA,2,0,0,0,0,1,3,5,2,2880
"FR-1-H_32_49_5851_1","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_USAMNG_30918",03:40:00,05:41:00,2,1,2,3,NA,0,1,0,1,7,0,-1,1,2,7260
"FR-1-H_32_49_5851_2","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_IPHB_13806",08:06:00,09:00:00,3,4,5,4,NA,2,0,0,0,2,1,-1,1,2,3240
"FR-1-H_32_49_5851_3","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_USAMNG_30918",16:35:00,18:43:00,10,9,10,11,NA,0,3,0,0,0,0,-1,1,2,7680
"FR-1-H_32_49_5851_4","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_IPHB_13806",22:09:00,25:28:00,11,12,13,12,NA,3,1,1,1,8,0,-1,1,2,11940
"FR-1-H_32_49_5851_5","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_IPHB_13806",27:13:00,29:06:00,13,13,15,13,NA,2,0,1,0,3,0,0,2,2,6780
"FR-1-H_32_49_5851_6","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_USAMNG_30918",30:00:00,33:18:00,16,14,16,16,NA,1,3,0,1,6,0,-2,0,2,11880
"FR-1-H_32_49_5851_7","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_USAMNG_30918",35:13:00,39:31:00,18,17,18,21,NA,1,3,0,2,6,1,-1,3,4,15480
"FR-1-H_32_49_5851_8","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_USAMNG_30918",41:41:00,44:00:00,20,22,20,24,NA,0,2,0,1,4,0,2,4,2,8340
"FR-1-H_32_49_5851_9","FR-1-H_32_49_5851","FR_IPHB_13806","FR_USAMNG_30918","FR_USAMNG_30918",45:02:00,48:25:00,22,25,22,27,NA,2,2,0,1,4,0,3,5,2,12180
"FR-1-H_32_49_5852_1","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_LHB_87000",01:44:00,03:19:00,1,2,3,2,NA,1,0,0,0,1,1,-1,1,2,5700
"FR-1-H_32_49_5852_10","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",46:42:00,48:30:00,24,32,24,34,NA,0,2,0,2,3,0,8,10,2,6480
"FR-1-H_32_49_5852_11","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",48:40:00,52:57:00,25,34,25,38,NA,0,4,0,2,6,2,9,13,4,15420
"FR-1-H_32_49_5852_12","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",53:27:00,55:41:00,26,38,26,40,NA,0,2,0,1,2,1,12,14,2,8040
"FR-1-H_32_49_5852_2","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",04:47:00,05:51:00,4,3,4,5,NA,0,2,0,1,2,0,-1,1,2,3840
"FR-1-H_32_49_5852_3","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",06:20:00,09:06:00,5,5,5,9,NA,0,4,1,1,4,1,0,4,4,9960
"FR-1-H_32_49_5852_4","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",12:45:00,14:32:00,8,11,8,13,NA,0,2,0,1,1,0,3,5,2,6420
"FR-1-H_32_49_5852_5","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",17:14:00,19:23:00,10,14,10,16,NA,0,1,0,1,2,0,4,6,2,7740
"FR-1-H_32_49_5852_6","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_LHB_87000",23:56:00,26:24:00,13,19,17,19,NA,4,0,0,0,2,1,-6,-2,4,8880
"FR-1-H_32_49_5852_7","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",29:38:00,31:15:00,19,21,19,23,NA,0,2,0,0,1,1,2,4,2,5820
"FR-1-H_32_49_5852_8","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",37:47:00,41:32:00,22,25,22,28,NA,0,3,0,2,4,1,3,6,3,13500
"FR-1-H_32_49_5852_9","FR-1-H_32_49_5852","FR_LHB_87000","FR_PSGHB_75016","FR_PSGHB_75016",42:21:00,46:19:00,23,28,23,32,NA,0,4,0,0,5,1,5,9,4,14280
"FR-1-H_32_49_5853_1","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_HBCN_44200",01:02:00,06:04:00,0,0,4,0,NA,3,1,3,0,8,0,0,4,4,18120
"FR-1-H_32_49_5853_10","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_CSMBHB_73000",45:40:00,46:36:00,20,18,20,20,NA,0,2,0,0,0,1,-2,0,2,3360
"FR-1-H_32_49_5853_11","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_HBCN_44200",46:36:00,49:38:00,20,20,23,20,NA,3,1,0,0,2,1,0,3,3,10920
"FR-1-H_32_49_5853_12","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_HBCN_44200",49:52:00,55:25:00,23,21,26,21,NA,3,1,4,2,11,1,2,5,3,19980
"FR-1-H_32_49_5853_13","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_HBCN_44200",56:05:00,57:50:00,26,22,28,22,NA,3,0,1,0,4,1,4,6,2,6300
"FR-1-H_32_49_5853_2","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_CSMBHB_73000",07:21:00,08:34:00,5,1,5,3,NA,0,2,0,1,2,0,-4,-2,2,4380
"FR-1-H_32_49_5853_3","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_HBCN_44200",08:34:00,09:58:00,5,3,7,3,NA,1,0,1,0,2,1,2,4,2,5040
"FR-1-H_32_49_5853_4","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_CSMBHB_73000",12:36:00,13:33:00,8,4,8,6,NA,0,2,0,1,1,2,-4,-2,2,3420
"FR-1-H_32_49_5853_5","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_CSMBHB_73000",18:37:00,31:06:00,10,7,10,13,NA,3,6,1,6,21,0,-3,3,6,44940
"FR-1-H_32_49_5853_6","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_HBCN_44200",33:25:00,35:43:00,12,15,14,15,NA,2,0,1,0,3,1,-3,-1,2,8280
"FR-1-H_32_49_5853_7","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_HBCN_44200",37:21:00,40:58:00,14,16,18,16,NA,5,1,2,1,4,1,-2,2,4,13020
"FR-1-H_32_49_5853_8","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_CSMBHB_73000",40:58:00,42:54:00,18,16,18,18,NA,1,2,0,0,2,1,-2,0,2,6960
"FR-1-H_32_49_5853_9","FR-1-H_32_49_5853","FR_HBCN_44200","FR_CSMBHB_73000","FR_HBCN_44200",42:54:00,45:40:00,18,18,20,18,NA,2,2,1,0,4,0,0,2,2,9960
"FR-1-H_32_49_5854_1","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_USIHB_94200",04:52:00,06:27:00,3,2,3,4,NA,0,2,0,0,1,1,-1,1,2,5700
"FR-1-H_32_49_5854_10","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_SRVHB_83700",51:22:00,55:09:00,24,24,26,24,NA,2,0,0,2,6,0,0,2,2,13620
"FR-1-H_32_49_5854_2","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_USIHB_94200",15:17:00,21:25:00,8,8,8,13,NA,0,4,0,1,9,1,0,5,5,22080
"FR-1-H_32_49_5854_3","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_USIHB_94200",21:50:00,24:58:00,9,13,9,15,NA,0,1,1,1,3,1,4,6,2,11280
"FR-1-H_32_49_5854_4","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_SRVHB_83700",24:58:00,31:41:00,9,15,15,15,NA,8,3,2,1,10,1,-6,0,6,24180
"FR-1-H_32_49_5854_5","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_USIHB_94200",31:41:00,34:09:00,15,15,15,17,NA,0,2,0,1,3,2,0,2,2,8880
"FR-1-H_32_49_5854_6","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_SRVHB_83700",35:57:00,40:30:00,16,18,18,18,NA,2,1,1,1,3,1,-2,0,2,16380
"FR-1-H_32_49_5854_7","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_USIHB_94200",42:46:00,45:21:00,20,20,20,22,NA,0,2,1,1,3,0,0,2,2,9300
"FR-1-H_32_49_5854_8","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_SRVHB_83700",45:21:00,49:59:00,20,22,24,22,NA,2,0,1,1,7,1,-2,2,4,16680
"FR-1-H_32_49_5854_9","FR-1-H_32_49_5854","FR_SRVHB_83700","FR_USIHB_94200","FR_USIHB_94200",49:59:00,51:22:00,24,22,24,24,NA,0,1,0,1,2,1,-2,0,2,4980
"FR-1-H_32_49_5855_1","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_DHBGL_59140",09:19:00,11:19:00,2,1,2,3,NA,0,1,0,0,4,0,-1,1,2,7200
"FR-1-H_32_49_5855_2","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_TFHB_93290",13:04:00,17:41:00,4,5,6,5,NA,2,1,3,1,11,1,-1,1,2,16620
"FR-1-H_32_49_5855_3","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_DHBGL_59140",21:31:00,25:49:00,8,7,8,10,NA,0,4,0,1,4,0,-1,2,3,15480
"FR-1-H_32_49_5855_4","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_DHBGL_59140",27:00:00,30:34:00,9,10,9,14,NA,1,4,0,0,5,2,1,5,4,12840
"FR-1-H_32_49_5855_5","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_DHBGL_59140",30:42:00,33:17:00,10,14,10,16,NA,0,2,0,2,2,1,4,6,2,9300
"FR-1-H_32_49_5855_6","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_TFHB_93290",33:17:00,35:20:00,10,16,13,16,NA,3,0,0,0,1,0,-6,-3,3,7380
"FR-1-H_32_49_5855_7","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_TFHB_93290",44:13:00,48:23:00,17,21,19,21,NA,1,0,3,1,8,1,-4,-2,2,15000
"FR-1-H_32_49_5855_8","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_DHBGL_59140",48:23:00,51:47:00,19,21,19,23,NA,0,2,0,2,6,0,2,4,2,12240
"FR-1-H_32_49_5855_9","FR-1-H_32_49_5855","FR_TFHB_93290","FR_DHBGL_59140","FR_DHBGL_59140",57:23:00,59:18:00,22,25,22,27,NA,0,2,0,1,3,0,3,5,2,6900
"FR-1-H_32_50_5856_1","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_CSMBHB_73000",02:45:00,05:40:00,2,2,4,2,NA,3,1,0,0,5,1,0,2,2,10500
"FR-1-H_32_50_5856_10","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_MHB_34000",55:34:00,60:00:00,29,26,29,29,NA,1,2,1,1,8,0,-3,0,3,15960
"FR-1-H_32_50_5856_2","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_CSMBHB_73000",07:14:00,11:24:00,4,3,6,3,NA,2,1,2,1,9,0,1,3,2,15000
"FR-1-H_32_50_5856_3","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_CSMBHB_73000",14:00:00,15:22:00,7,5,9,5,NA,4,0,0,0,2,1,2,4,2,4920
"FR-1-H_32_50_5856_4","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_MHB_34000",15:22:00,21:01:00,9,5,9,9,NA,1,5,0,0,8,3,-4,0,4,20340
"FR-1-H_32_50_5856_5","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_CSMBHB_73000",21:59:00,25:59:00,10,10,13,10,NA,3,0,1,1,5,1,0,3,3,14400
"FR-1-H_32_50_5856_6","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_MHB_34000",26:50:00,33:01:00,14,11,14,14,NA,1,3,1,2,11,1,-3,0,3,22260
"FR-1-H_32_50_5856_7","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_MHB_34000",39:47:00,41:37:00,18,17,18,19,NA,0,2,0,0,1,0,-1,1,2,6600
"FR-1-H_32_50_5856_8","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_CSMBHB_73000",44:57:00,48:59:00,20,21,23,21,NA,3,0,1,0,6,1,-1,2,3,14520
"FR-1-H_32_50_5856_9","FR-1-H_32_50_5856","FR_CSMBHB_73000","FR_MHB_34000","FR_CSMBHB_73000",51:51:00,52:54:00,25,24,27,24,NA,1,0,1,0,2,0,1,3,2,3780
"FR-1-H_32_50_5857_1","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_SRVHB_83700",01:42:00,03:44:00,1,0,1,2,NA,1,2,0,0,3,0,-1,1,2,7320
"FR-1-H_32_50_5857_10","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_SRVHB_83700",40:47:00,43:49:00,20,20,20,22,NA,0,1,1,2,4,0,0,2,2,10920
"FR-1-H_32_50_5857_11","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_USCHB_94000",43:49:00,52:06:00,20,22,25,22,NA,6,1,3,0,13,2,-2,3,5,29820
"FR-1-H_32_50_5857_12","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_USCHB_94000",53:28:00,56:06:00,26,24,28,24,NA,2,0,2,0,6,0,2,4,2,9480
"FR-1-H_32_50_5857_13","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_USCHB_94000",56:54:00,58:33:00,28,25,30,25,NA,2,0,0,0,3,0,3,5,2,5940
"FR-1-H_32_50_5857_2","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_USCHB_94000",03:44:00,08:46:00,1,2,4,2,NA,3,1,2,0,9,0,-1,2,3,18120
"FR-1-H_32_50_5857_3","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_SRVHB_83700",08:46:00,09:22:00,4,2,4,4,NA,0,2,0,0,0,0,-2,0,2,2160
"FR-1-H_32_50_5857_4","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_SRVHB_83700",10:12:00,12:49:00,5,4,5,6,NA,0,1,0,2,5,1,-1,1,2,9420
"FR-1-H_32_50_5857_5","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_SRVHB_83700",18:40:00,20:29:00,9,9,9,11,NA,1,1,0,0,0,0,0,2,2,6540
"FR-1-H_32_50_5857_6","FR-1-H_32_50_5857","FR_USCHB_94000","FR_SRVHB_83700","FR_USCHB_94000",22:50:00,26:28:00,10,12,12,12,NA,2,0,1,1,7,1,-2,0,2,13080
