X_DEPART;Y_DEPART;X_ARRIVEE;Y_ARRIVEE;LB_RESULTAT_DETAIL;ZONE_PASSEUR;ZONE_RECEPTEUR
0.5;0.54;0.25;0.5;ARRÊT;Avant centre;Avant centre
0.39;0.69;0.51;0.7;BUT;Avant centre;Avant centre
0.81;0.53;0.27;0.55;ARRÊT;Avant droite;Avant centre
0.56;0.52;0.78;0.49;BUT;Avant centre;Arrière droite
0.59;0.54;0.13;0.46;ARRÊT;Avant centre;Arrière gauche
0.26;0.35;0.14;0.27;PASSE INCOMPLETE;Arrière gauche;Arrière gauche
0.32;0.39;0.4;0.39;NEUTRALISATION;Arrière gauche;Arrière centre
0.71;0.44;0.04;0.25;ARRÊT;Arrière droite;Arrière gauche
0.84;0.26;0.99;0.05;HORS CADRE;Arrière droite;Arrière droite
0.39;0.49;0.53;0.54;BUT;Arrière centre;Avant centre
0.07;0.45;0.38;0.5;ARRÊT;Arrière gauche;Avant centre
0.2;0.48;0.51;0.5;BUT;Arrière gauche;Avant centre
0.49;0.5;0.79;0.48;ARRÊT;Avant centre;Arrière droite
0.12;0.49;0.52;0.5;BUT;Arrière gauche;Avant centre
0.59;0.55;0.45;0.34;BUT;Avant centre;Arrière centre
0.14;0.49;0.52;0.49;BUT;Arrière gauche;Arrière centre
0.11;0.47;0.4;0.59;BUT;Arrière gauche;Avant centre
0.85;0.39;0.99;0.03;BUT;Arrière droite;Arrière droite
0.87;0.35;0.98;0.05;BUT;Arrière droite;Arrière droite
0.35;0.53;0.86;0.36;BUT;Avant centre;Arrière droite
0.52;0.95;0.5;0.83;BUT;Avant centre;Avant centre
0.82;0.61;0.48;0.5;BUT;Avant droite;Avant centre
0.88;0.52;0.54;0.51;CARTON JAUNE;Avant droite;Avant centre
0.62;0.57;0.23;0.57;ARRÊT;Avant centre;Avant gauche
0.72;0.83;0.93;0.7;BUT;Avant centre;Avant droite
0.95;0.47;0.47;0.55;BUT;Arrière droite;Avant centre
0.88;0.37;0.99;0.05;BUT;Arrière droite;Arrière droite
0.18;0.46;0.6;0.5;BUT;Arrière gauche;Avant centre
0.43;0.53;0.99;0.06;ARRÊT;Avant centre;Arrière droite
0.55;0.5;0.43;0.34;BUT;Avant centre;Arrière centre
0.91;0.37;0.98;0.05;BUT;Arrière droite;Arrière droite
0.12;0.31;0.03;0.04;ARRÊT;Arrière gauche;Arrière gauche
0.5;0.94;0.49;0.84;BUT;Avant centre;Avant centre
0.88;0.45;0.54;0.51;POTEAU;Arrière droite;Avant centre
0.61;0.51;0.28;0.46;BUT;Avant centre;Arrière gauche
0.38;0.41;0.56;0.32;ARRÊT;Arrière centre;Arrière centre
0.57;0.55;0.24;0.45;BUT;Avant centre;Arrière gauche
0.12;0.5;0.47;0.48;ARRÊT;Avant gauche;Arrière centre
0.45;0.94;0.31;0.83;BUT;Avant centre;Avant centre
0.51;0.53;0.63;0.35;BUT;Avant centre;Arrière centre
0.32;0.53;0.77;0.61;ARRÊT;Avant centre;Avant droite
0.51;0.94;0.12;0.37;BUT;Avant centre;Arrière gauche
0.87;0.39;0.98;0.04;ARRÊT;Arrière droite;Arrière droite
0.47;0.95;0.78;0.24;ZONE;Avant centre;Arrière droite
0.18;0.46;0.39;0.49;BUT;Arrière gauche;Arrière centre
0.5;0.49;0.99;0.04;BUT;Arrière centre;Arrière droite
0.44;0.5;0.64;0.35;2 MINUTES;Avant centre;Arrière centre
0.1;0.45;0.5;0.53;BUT;Arrière gauche;Avant centre
0.66;0.52;0.41;0.35;2 MINUTES;Avant centre;Arrière centre
0.44;0.54;0.42;0.33;BUT;Avant centre;Arrière centre
0.4;0.5;0.19;0.49;BUT;Avant centre;Arrière gauche
0.21;0.41;0.02;0.04;ARRÊT;Arrière gauche;Arrière gauche
0.62;0.52;0.58;0.57;POTEAU;Avant centre;Avant centre
0.92;0.47;0.62;0.5;BUT;Arrière droite;Avant centre
0.15;0.36;0.06;0.05;BUT;Arrière gauche;Arrière gauche
0.95;0.46;0.67;0.57;ARRÊT;Arrière droite;Avant centre
0.3;0.54;0.6;0.5;BUT;Avant centre;Avant centre
0.51;0.54;0.89;0.39;ARRÊT;Avant centre;Arrière droite
0.36;0.5;0.53;0.52;BUT;Avant centre;Avant centre
0.11;0.44;0.02;0.03;ARRÊT;Arrière gauche;Arrière gauche
0.44;0.49;0.17;0.43;BUT;Arrière centre;Arrière gauche
0.9;0.51;0.5;0.6;ARRÊT;Avant droite;Avant centre
0.38;0.84;0.7;0.8;BUT;Avant centre;Avant centre
0.15;0.35;0.04;0.04;POTEAU;Arrière gauche;Arrière gauche
0.52;0.48;0.19;0.41;POTEAU;Arrière centre;Arrière gauche
0.2;0.48;0.53;0.49;ARRÊT;Arrière gauche;Arrière centre
0.94;0.55;0.42;0.56;BUT;Avant droite;Avant centre
0.63;0.52;0.33;0.54;ARRÊT;Avant centre;Avant centre
0.86;0.54;0.53;0.52;ARRÊT;Avant droite;Avant centre
0.48;0.52;0.2;0.45;ARRÊT;Avant centre;Arrière gauche
0.53;0.53;0.13;0.38;NEUTRALISATION;Avant centre;Arrière gauche
0.66;0.6;0.88;0.46;BUT;Avant centre;Arrière droite
0.45;0.54;0.41;0.6;ARRÊT;Avant centre;Avant centre
0.6;0.93;0.92;0.3;ARRÊT;Avant centre;Arrière droite
0.5;0.53;0.66;0.37;PASSE INCOMPLETE;Avant centre;Arrière droite
0.5;0.48;0.74;0.46;NEUTRALISATION;Arrière centre;Arrière droite
0.51;0.5;0.34;0.58;BUT;Avant centre;Avant centre
0.56;0.44;0.66;0.53;BUT;Arrière centre;Avant centre
0.56;0.42;0.98;0.07;ARRÊT;Arrière centre;Arrière droite
0.54;0.52;0.3;0.52;ARRÊT;Avant centre;Avant centre
0.14;0.48;0.06;0.09;ARRÊT;Arrière gauche;Arrière gauche
0.84;0.29;0.73;0.33;PASSE INCOMPLETE;Arrière droite;Arrière droite
0.51;0.53;0.8;0.51;INTERCEPTION;Avant centre;Avant droite
0.66;0.45;0.75;0.31;BUT;Arrière droite;Arrière droite
0.61;0.48;0.43;0.51;TIR CONTRÉ;Arrière centre;Avant centre
0.52;0.43;0.79;0.45;BUT;Arrière centre;Arrière droite
0.48;0.35;0.38;0.32;BUT;Arrière centre;Arrière centre
0.45;0.46;0.47;0.4;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.5;0.59;0.63;0.7;BUT;Avant centre;Avant centre
0.37;0.39;0.06;0.07;ARRÊT;Arrière centre;Arrière gauche
0.43;0.4;0.52;0.34;BUT;Arrière centre;Arrière centre
0.19;0.82;0.35;0.57;BUT;Avant gauche;Avant centre
0.5;0.46;0.34;0.32;NEUTRALISATION;Arrière centre;Arrière centre
0.14;0.47;0.55;0.56;BUT;Arrière gauche;Avant centre
0.42;0.47;0.48;0.35;HORS CADRE;Arrière centre;Arrière centre
0.35;0.46;0.69;0.38;INTERCEPTION;Arrière centre;Arrière droite
0.2;0.82;0.82;0.59;PASSAGE EN FORCE;Avant gauche;Avant droite
0.22;0.48;0.02;0.34;BALLON SORTI;Arrière gauche;Arrière gauche
0.21;0.4;0.08;0.44;BUT;Arrière gauche;Arrière gauche
0.58;0.44;0.71;0.44;BUT;Arrière centre;Arrière droite
0.62;0.46;0.34;0.45;BUT;Arrière centre;Arrière centre
0.85;0.27;0.96;0.06;BUT;Arrière droite;Arrière droite
0.49;0.55;0.23;0.52;PASSAGE EN FORCE;Avant centre;Avant gauche
0.58;0.4;0.67;0.53;BUT;Arrière centre;Avant centre
0.35;0.45;0.21;0.41;ARRÊT;Arrière centre;Arrière gauche
0.18;0.42;0.06;0.08;ARRÊT;Arrière gauche;Arrière gauche
0.59;0.48;0.82;0.44;POTEAU;Arrière centre;Arrière droite
0.64;0.47;0.43;0.47;NEUTRALISATION;Arrière centre;Arrière centre
0.3;0.45;0.37;0.33;BUT;Arrière gauche;Arrière centre
0.18;0.54;0.62;0.55;ARRÊT;Avant gauche;Avant centre
0.43;0.47;0.49;0.33;NEUTRALISATION;Arrière centre;Arrière centre
0.52;0.53;0.66;0.46;2 MINUTES;Avant centre;Arrière droite
0.73;0.42;0.7;0.32;BUT;Arrière droite;Arrière droite
0.47;0.57;0.8;0.54;ARRÊT;Avant centre;Avant droite
0.37;0.55;0.11;0.41;BUT;Avant centre;Arrière gauche
0.66;0.49;0.46;0.34;ZONE;Arrière droite;Arrière centre
0.27;0.59;0.74;0.53;BUT;Avant centre;Avant centre
0.77;0.51;0.74;0.34;INTERCEPTION;Avant droite;Arrière droite
0.32;0.52;0.53;0.5;BUT;Avant centre;Avant centre
0.2;0.46;0.04;0.06;BUT;Arrière gauche;Arrière gauche
0.4;0.49;0.4;0.56;BUT;Arrière centre;Avant centre
0.77;0.45;0.8;0.53;TIR CONTRÉ;Arrière droite;Avant droite
0.49;0.48;0.24;0.46;ARRÊT;Arrière centre;Arrière gauche
0.71;0.52;0.35;0.54;NEUTRALISATION;Avant centre;Avant centre
0.66;0.52;0.4;0.54;TIR CONTRÉ;Avant centre;Avant centre
0.86;0.26;0.96;0.09;ARRÊT;Arrière droite;Arrière droite
0.48;0.72;0.81;0.54;NEUTRALISATION;Avant centre;Avant droite
0.69;0.45;0.82;0.39;POTEAU;Arrière droite;Arrière droite
0.26;0.42;0.05;0.17;BUT;Arrière gauche;Arrière gauche
0.5;0.72;0.12;0.49;ARRÊT;Avant centre;Arrière gauche
0.75;0.39;0.61;0.33;ZONE;Arrière droite;Arrière centre
0.23;0.7;0.85;0.55;BUT;Avant gauche;Avant droite
0.72;0.53;0.72;0.33;PASSE INCOMPLETE;Avant centre;Arrière droite
0.61;0.5;0.22;0.46;PASSAGE EN FORCE;Avant centre;Arrière gauche
0.25;0.4;0.43;0.52;BUT;Arrière gauche;Avant centre
0.51;0.55;0.9;0.5;BUT;Avant centre;Avant droite
0.46;0.52;0.22;0.47;BUT;Avant centre;Arrière gauche
0.51;0.36;0.45;0.34;BUT;Arrière centre;Arrière centre
0.35;0.41;0.17;0.42;BUT;Arrière centre;Arrière gauche
0.49;0.54;0.26;0.52;NEUTRALISATION;Avant centre;Avant centre
0.5;0.5;0.24;0.48;BUT;Avant centre;Arrière gauche
0.51;0.45;0.33;0.44;BUT;Arrière centre;Arrière centre
0.27;0.42;0.14;0.35;BUT;Arrière gauche;Arrière gauche
0.32;0.45;0.09;0.18;BUT;Arrière gauche;Arrière gauche
0.38;0.47;0.42;0.34;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.62;0.49;0.74;0.53;ARRÊT;Arrière centre;Avant centre
0.42;0.35;0.32;0.32;POTEAU;Arrière centre;Arrière gauche
0.16;0.37;0.32;0.49;BUT;Arrière gauche;Arrière gauche
0.78;0.4;0.88;0.28;PASSE INCOMPLETE;Arrière droite;Arrière droite
0.74;0.39;0.93;0.14;BUT;Arrière droite;Arrière droite
0.18;0.38;0.15;0.45;NEUTRALISATION;Arrière gauche;Arrière gauche
0.58;0.48;0.51;0.34;BUT;Arrière centre;Arrière centre
0.26;0.43;0.05;0.21;BUT;Arrière gauche;Arrière gauche
0.48;0.38;0.61;0.45;NEUTRALISATION;Arrière centre;Arrière centre
0.5;0.72;0.21;0.57;ARRÊT;Avant centre;Avant gauche
0.62;0.49;0.43;0.57;ARRÊT;Arrière centre;Avant centre
0.85;0.7;0.5;0.56;BUT;Avant droite;Avant centre
0.18;0.45;0.49;0.54;ARRÊT;Arrière gauche;Avant centre
0.76;0.58;0.35;0.51;POTEAU;Avant droite;Avant centre
0.52;0.82;0.86;0.82;INTERCEPTION;Avant centre;Avant droite
0.2;0.28;0.07;0.12;ARRÊT;Arrière gauche;Arrière gauche
0.82;0.33;0.84;0.22;PASSE INCOMPLETE;Arrière droite;Arrière droite
0.51;0.71;0.74;0.48;ARRÊT;Avant centre;Arrière droite
0.67;0.51;0.81;0.52;ARRÊT;Avant centre;Avant droite
0.54;0.48;0.71;0.5;HORS CADRE;Arrière centre;Avant centre
0.54;0.5;0.74;0.46;BUT;Avant centre;Arrière droite
0.52;0.53;0.3;0.52;BUT;Avant centre;Avant centre
0.66;0.48;0.82;0.41;BUT;Arrière droite;Arrière droite
0.49;0.5;0.23;0.49;PASSAGE EN FORCE;Avant centre;Arrière gauche
0.64;0.47;0.77;0.53;POTEAU;Arrière centre;Avant droite
0.07;0.37;0.28;0.49;TIR CONTRÉ;Arrière gauche;Arrière gauche
0.49;0.5;0.82;0.4;BUT;Avant centre;Arrière droite
0.51;0.56;0.24;0.49;NEUTRALISATION;Avant centre;Arrière gauche
0.42;0.48;0.72;0.51;2 MINUTES;Arrière centre;Avant centre
0.38;0.46;0.06;0.09;BUT;Arrière centre;Arrière gauche
0.26;0.54;0.1;0.42;BUT;Avant centre;Arrière gauche
0.21;0.84;0.51;0.71;BUT;Avant gauche;Avant centre
0.51;0.71;0.17;0.54;NEUTRALISATION;Avant centre;Avant gauche
0.49;0.71;0.83;0.52;PASSAGE EN FORCE;Avant centre;Avant droite
0.46;0.5;0.04;0.05;ARRÊT;Avant centre;Arrière gauche
0.4;0.5;0.67;0.5;NEUTRALISATION;Avant centre;Avant centre
0.72;0.39;0.88;0.26;BUT;Arrière droite;Arrière droite
0.51;0.44;0.27;0.5;2 MINUTES;Arrière centre;Avant centre
0.8;0.3;0.97;0.06;ARRÊT;Arrière droite;Arrière droite
0.9;0.49;0.45;0.61;TIR CONTRÉ;Arrière droite;Avant centre
0.59;0.48;0.49;0.33;NEUTRALISATION;Arrière centre;Arrière centre
0.45;0.42;0.29;0.42;BUT;Arrière centre;Arrière gauche
0.48;0.57;0.35;0.39;INTERCEPTION;Avant centre;Arrière centre
0.6;0.5;0.52;0.35;BUT;Avant centre;Arrière centre
0.52;0.6;0.8;0.48;BUT;Avant centre;Arrière droite
0.62;0.5;0.72;0.55;TIR CONTRÉ;Avant centre;Avant centre
0.82;0.32;0.95;0.1;ARRÊT;Arrière droite;Arrière droite
0.17;0.25;0.07;0.08;NEUTRALISATION;Arrière gauche;Arrière gauche
0.84;0.34;0.97;0.08;BUT;Arrière droite;Arrière droite
0.28;0.5;0.28;0.55;PASSE INCOMPLETE;Avant centre;Avant centre
0.77;0.46;0.62;0.54;BUT;Arrière droite;Avant centre
0.68;0.46;0.62;0.35;BUT;Arrière droite;Arrière centre
0.11;0.5;0.64;0.7;BUT;Avant gauche;Avant centre
0.65;0.52;0.51;0.35;POTEAU;Avant centre;Arrière centre
0.9;0.49;0.42;0.6;BUT;Arrière droite;Avant centre
0.49;0.51;0.28;0.48;MARCHÉ;Avant centre;Arrière gauche
0.33;0.41;0.16;0.31;INTERCEPTION;Arrière centre;Arrière gauche
0.32;0.4;0.13;0.27;PIED;Arrière gauche;Arrière gauche
0.48;0.52;0.86;0.52;BUT;Avant centre;Avant droite
0.47;0.42;0.52;0.35;BUT;Arrière centre;Arrière centre
0.46;0.47;0.45;0.34;ARRÊT;Arrière centre;Arrière centre
0.82;0.33;0.92;0.03;BALLON SORTI;Arrière droite;Arrière droite
0.61;0.47;0.84;0.41;PASSAGE EN FORCE;Arrière centre;Arrière droite
0.61;0.44;0.79;0.42;ARRÊT;Arrière centre;Arrière droite
0.63;0.51;0.5;0.34;CARTON JAUNE;Avant centre;Arrière centre
0.76;0.6;0.48;0.59;BUT;Avant droite;Avant centre
0.74;0.41;0.42;0.5;BUT;Arrière droite;Avant centre
0.34;0.5;0.97;0.09;BUT;Avant centre;Arrière droite
0.28;0.53;0.33;0.32;NEUTRALISATION;Avant centre;Arrière centre
0.35;0.46;0.44;0.34;POTEAU;Arrière centre;Arrière centre
0.47;0.48;0.38;0.32;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.68;0.46;0.64;0.34;PASSE INCOMPLETE;Arrière droite;Arrière centre
0.6;0.44;0.77;0.41;ARRÊT;Arrière centre;Arrière droite
0.65;0.55;0.82;0.57;TIR CONTRÉ;Avant centre;Avant droite
0.73;0.51;0.76;0.54;TIR CONTRÉ;Avant centre;Avant droite
0.16;0.83;0.17;0.82;BUT;Avant gauche;Avant gauche
0.49;0.52;0.82;0.47;BUT;Avant centre;Arrière droite
0.29;0.5;0.23;0.53;BUT;Avant centre;Avant gauche
0.43;0.41;0.35;0.45;TIR CONTRÉ;Arrière centre;Arrière centre
0.8;0.37;0.97;0.1;ARRÊT;Arrière droite;Arrière droite
0.65;0.5;0.78;0.54;TIR CONTRÉ;Avant centre;Avant droite
0.42;0.43;0.5;0.34;PIED;Arrière centre;Arrière centre
0.53;0.49;0.64;0.36;INTERCEPTION;Arrière centre;Arrière centre
0.19;0.48;0.62;0.56;ARRÊT;Arrière gauche;Avant centre
0.7;0.49;0.94;0.42;ARRÊT;Arrière droite;Arrière droite
0.35;0.46;0.6;0.42;BUT;Arrière centre;Arrière centre
0.39;0.44;0.38;0.52;ARRÊT;Arrière centre;Avant centre
0.8;0.53;0.38;0.52;TIR CONTRÉ;Avant droite;Avant centre
0.16;0.42;0.5;0.35;ARRÊT;Arrière gauche;Arrière centre
0.85;0.4;0.98;0.09;HORS CADRE;Arrière droite;Arrière droite
0.78;0.5;0.6;0.51;BUT;Avant droite;Avant centre
0.37;0.49;0.3;0.55;TIR CONTRÉ;Arrière centre;Avant centre
0.54;0.46;0.45;0.34;POTEAU;Arrière centre;Arrière centre
0.48;0.83;0.84;0.55;TIR CONTRÉ;Avant centre;Avant droite
0.44;0.48;0.56;0.34;ZONE;Arrière centre;Arrière centre
0.57;0.49;0.44;0.35;ZONE;Arrière centre;Arrière centre
0.5;0.52;0.47;0.35;BUT;Avant centre;Arrière centre
0.36;0.41;0.48;0.52;NEUTRALISATION;Arrière centre;Avant centre
0.62;0.49;0.61;0.35;ARRÊT;Arrière centre;Arrière centre
0.17;0.32;0.06;0.08;ARRÊT;Arrière gauche;Arrière gauche
0.11;0.46;0.26;0.59;ARRÊT;Arrière gauche;Avant centre
0.26;0.37;0.4;0.36;INTERCEPTION;Arrière gauche;Arrière centre
0.68;0.61;0.64;0.52;BUT;Avant centre;Avant centre
0.67;0.56;0.36;0.22;BUT;Avant centre;Arrière centre
0.2;0.34;0.02;0.07;BUT;Arrière gauche;Arrière gauche
0.66;0.52;0.17;0.5;INTERCEPTION;Avant centre;Avant gauche
0.51;0.54;0.68;0.49;BUT;Avant centre;Arrière droite
0.58;0.38;0.97;0.09;BUT;Arrière centre;Arrière droite
0.22;0.48;0.35;0.32;PASSE INCOMPLETE;Arrière gauche;Arrière centre
0.74;0.35;0.94;0.02;BALLON SORTI;Arrière droite;Arrière droite
0.84;0.51;0.93;0.2;BUT;Avant droite;Arrière droite
0.24;0.37;0.06;0.13;ARRÊT;Arrière gauche;Arrière gauche
0.88;0.59;0.46;0.57;HORS CADRE;Avant droite;Avant centre
0.67;0.52;0.52;0.7;ARRÊT;Avant centre;Avant centre
0.77;0.33;0.97;0.09;BUT;Arrière droite;Arrière droite
0.07;0.44;0.15;0.5;ARRÊT;Arrière gauche;Avant gauche
0.7;0.49;0.38;0.58;ARRÊT;Arrière droite;Avant centre
0.5;0.7;0.2;0.5;BUT;Avant centre;Avant gauche
0.24;0.4;0.5;0.58;ARRÊT;Arrière gauche;Avant centre
0.23;0.31;0.06;0.07;BUT;Arrière gauche;Arrière gauche
0.66;0.51;0.79;0.56;POTEAU;Avant centre;Avant droite
0.76;0.49;0.82;0.5;HORS CADRE;Arrière droite;Avant droite
0.64;0.5;0.42;0.55;TIR CONTRÉ;Avant centre;Avant centre
0.31;0.71;0.29;0.55;HORS CADRE;Avant centre;Avant centre
0.39;0.41;0.46;0.35;BUT;Arrière centre;Arrière centre
0.16;0.5;0.54;0.55;BUT;Avant gauche;Avant centre
0.81;0.44;0.86;0.48;TIR CONTRÉ;Arrière droite;Arrière droite
0.85;0.35;0.89;0.23;INTERCEPTION;Arrière droite;Arrière droite
0.17;0.22;0.06;0.05;BUT;Arrière gauche;Arrière gauche
0.45;0.52;0.24;0.47;PASSAGE EN FORCE;Avant centre;Arrière gauche
0.18;0.5;0.57;0.7;ARRÊT;Avant gauche;Avant centre
0.41;0.44;0.5;0.35;BUT;Arrière centre;Arrière centre
0.31;0.38;0.62;0.54;BUT;Arrière gauche;Avant centre
0.36;0.42;0.48;0.51;BUT;Arrière centre;Avant centre
0.75;0.51;0.64;0.36;PASSAGE EN FORCE;Avant droite;Arrière centre
0.52;0.49;0.4;0.35;2 MINUTES;Arrière centre;Arrière centre
0.37;0.55;0.16;0.47;BUT;Avant centre;Arrière gauche
0.3;0.39;0.57;0.57;BUT;Arrière gauche;Avant centre
0.78;0.53;0.4;0.58;HORS CADRE;Avant droite;Avant centre
0.58;0.47;0.83;0.48;BUT;Arrière centre;Arrière droite
0.33;0.52;0.19;0.47;ARRÊT;Avant centre;Arrière gauche
0.44;0.41;0.28;0.43;NEUTRALISATION;Arrière centre;Arrière gauche
0.32;0.52;0.68;0.54;BUT;Avant centre;Avant centre
0.71;0.41;0.5;0.53;HORS CADRE;Arrière droite;Avant centre
0.84;0.52;0.44;0.6;ARRÊT;Avant droite;Avant centre
0.81;0.51;0.54;0.54;POTEAU;Avant droite;Avant centre
0.67;0.44;0.89;0.35;ZONE;Arrière droite;Arrière droite
0.83;0.34;0.96;0.08;ARRÊT;Arrière droite;Arrière droite
0.3;0.54;0.72;0.54;BUT;Avant centre;Avant centre
0.19;0.45;0.48;0.55;BUT;Arrière gauche;Avant centre
0.22;0.33;0.04;0.07;ARRÊT;Arrière gauche;Arrière gauche
0.08;0.1;0.19;0.33;BUT;Arrière gauche;Arrière gauche
0.82;0.28;0.98;0.07;POTEAU;Arrière droite;Arrière droite
0.51;0.49;0.5;0.58;ARRÊT;Arrière centre;Avant centre
0.52;0.95;0.8;0.6;BUT;Avant centre;Avant droite
0.68;0.41;0.52;0.47;BUT;Arrière droite;Arrière centre
0.45;0.5;0.24;0.4;BUT;Avant centre;Arrière gauche
0.96;0.51;0.42;0.58;BUT;Avant droite;Avant centre
0.4;0.4;0.38;0.52;BUT;Arrière centre;Avant centre
0.6;0.47;0.79;0.51;POTEAU;Arrière centre;Avant droite
0.26;0.44;0.48;0.5;BUT;Arrière gauche;Avant centre
0.71;0.47;0.3;0.53;ARRÊT;Arrière droite;Avant centre
0.14;0.48;0.58;0.53;ARRÊT;Arrière gauche;Avant centre
0.33;0.54;0.15;0.46;HORS CADRE;Avant centre;Arrière gauche
0.38;0.52;0.17;0.49;BUT;Avant centre;Arrière gauche
0.15;0.5;0.48;0.56;TIR CONTRÉ;Avant gauche;Avant centre
0.54;0.52;0.82;0.49;TIR CONTRÉ;Avant centre;Arrière droite
0.35;0.37;0.77;0.44;TIR CONTRÉ;Arrière centre;Arrière droite
0.44;0.6;0.16;0.52;POTEAU;Avant centre;Avant gauche
0.45;0.56;0.16;0.5;ARRÊT;Avant centre;Avant gauche
0.5;0.7;0.12;0.71;ARRÊT;Avant centre;Avant gauche
0.74;0.82;0.75;0.83;BUT;Avant centre;Avant droite
0.49;0.4;0.64;0.46;BUT;Arrière centre;Arrière centre
0.32;0.41;0.46;0.51;ARRÊT;Arrière gauche;Avant centre
0.82;0.45;0.48;0.5;POTEAU;Arrière droite;Avant centre
0.23;0.39;0.48;0.56;TIR CONTRÉ;Arrière gauche;Avant centre
0.4;0.6;0.32;0.55;TIR CONTRÉ;Avant centre;Avant centre
0.49;0.42;0.07;0.05;BUT;Arrière centre;Arrière gauche
0.5;0.57;0.8;0.55;ARRÊT;Avant centre;Avant droite
0.25;0.35;0.06;0.1;BUT;Arrière gauche;Arrière gauche
0.56;0.45;0.26;0.39;BUT;Arrière centre;Arrière gauche
0.16;0.47;0.36;0.53;ARRÊT;Arrière gauche;Avant centre
0.48;0.34;0.06;0.1;BUT;Arrière centre;Arrière gauche
0.49;0.94;0.06;0.51;BUT;Avant centre;Avant gauche
0.55;0.95;0.92;0.24;ARRÊT;Avant centre;Arrière droite
0.1;0.48;0.47;0.54;TIR CONTRÉ;Arrière gauche;Avant centre
0.53;0.44;0.72;0.44;BUT;Arrière centre;Arrière droite
0.5;0.97;0.51;0.51;BUT;Avant centre;Avant centre
0.5;0.81;0.82;0.55;BUT;Avant centre;Avant droite
0.14;0.32;0.08;0.28;ARRÊT;Arrière gauche;Arrière gauche
0.82;0.42;0.9;0.5;BUT;Arrière droite;Avant droite
0.85;0.2;0.98;0.07;ARRÊT;Arrière droite;Arrière droite
0.29;0.55;0.09;0.46;POTEAU;Avant centre;Arrière gauche
0.48;0.39;0.66;0.41;ARRÊT;Arrière centre;Arrière droite
0.12;0.46;0.26;0.53;TIR CONTRÉ;Arrière gauche;Avant centre
0.63;0.49;0.49;0.54;ARRÊT;Arrière centre;Avant centre
0.42;0.45;0.42;0.53;BUT;Arrière centre;Avant centre
0.36;0.54;0.65;0.56;TIR CONTRÉ;Avant centre;Avant centre
0.53;0.83;0.2;0.54;BUT;Avant centre;Avant gauche
0.71;0.37;0.9;0.22;BUT;Arrière droite;Arrière droite
0.24;0.4;0.45;0.55;BUT;Arrière gauche;Avant centre
0.54;0.39;0.72;0.38;ARRÊT;Arrière centre;Arrière droite
0.33;0.44;0.97;0.08;ARRÊT;Arrière centre;Arrière droite
0.32;0.39;0.4;0.53;TIR CONTRÉ;Arrière gauche;Avant centre
0.4;0.51;0.61;0.51;ARRÊT;Avant centre;Avant centre
0.53;0.55;0.14;0.5;BUT;Avant centre;Avant gauche
0.84;0.54;0.4;0.57;TIR CONTRÉ;Avant droite;Avant centre
0.75;0.5;0.4;0.57;BUT;Avant droite;Avant centre
0.12;0.48;0.99;0.06;ARRÊT;Arrière gauche;Arrière droite
0.49;0.96;0.36;0.51;BUT;Avant centre;Avant centre
0.32;0.45;0.2;0.52;ARRÊT;Arrière gauche;Avant gauche
0.32;0.42;0.22;0.51;TIR CONTRÉ;Arrière gauche;Avant gauche
0.41;0.51;0.84;0.54;BUT;Avant centre;Avant droite
0.54;0.82;0.48;0.82;POTEAU;Avant centre;Avant centre
0.52;0.63;0.96;0.26;ARRÊT;Avant centre;Arrière droite
0.68;0.4;0.86;0.36;ARRÊT;Arrière droite;Arrière droite
0.48;0.84;0.87;0.71;BUT;Avant centre;Avant droite
0.67;0.46;0.9;0.44;ARRÊT;Arrière droite;Arrière droite
0.83;0.52;0.54;0.55;BUT;Avant droite;Avant centre
0.55;0.49;0.56;0.52;POTEAU;Arrière centre;Avant centre
0.24;0.4;0.12;0.23;ARRÊT;Arrière gauche;Arrière gauche
0.72;0.81;0.31;0.72;BUT;Avant centre;Avant centre
0.35;0.51;0.18;0.45;BUT;Avant centre;Arrière gauche
0.54;0.55;0.05;0.06;HORS CADRE;Avant centre;Arrière gauche
0.71;0.83;0.52;0.56;BUT;Avant centre;Avant centre
0.65;0.57;0.84;0.52;ARRÊT;Avant centre;Avant droite
0.65;0.41;0.82;0.44;ARRÊT;Arrière centre;Arrière droite
0.27;0.39;0.48;0.57;BUT;Arrière gauche;Avant centre
0.25;0.31;0.04;0.07;BUT;Arrière gauche;Arrière gauche
0.61;0.49;0.38;0.55;POTEAU;Arrière centre;Avant centre
0.36;0.42;0.22;0.42;BUT;Arrière centre;Arrière gauche
0.5;0.71;0.85;0.57;BUT;Avant centre;Avant droite
0.79;0.45;0.85;0.52;BUT;Arrière droite;Avant droite
0.66;0.43;0.69;0.52;ARRÊT;Arrière droite;Avant centre
0.51;0.63;0.84;0.51;BUT;Avant centre;Avant droite
0.5;0.71;0.86;0.56;BUT;Avant centre;Avant droite
0.52;0.62;0.9;0.53;HORS CADRE;Avant centre;Avant droite
0.32;0.4;0.22;0.49;BUT;Arrière gauche;Arrière gauche
0.53;0.55;0.81;0.5;ARRÊT;Avant centre;Avant droite
0.9;0.5;0.66;0.57;ARRÊT;Avant droite;Avant centre
0.64;0.4;0.74;0.5;BUT;Arrière centre;Avant centre
