X_DEPART;Y_DEPART;X_ARRIVEE;Y_ARRIVEE;LB_RESULTAT_DETAIL;ZONE_PASSEUR;ZONE_RECEPTEUR
0.5;0.69;0.25;0.53;BUT;Avant centre;Avant centre
0.55;0.5;0.3;0.46;TIR CONTRÉ;Avant centre;Arrière gauche
0.48;0.48;0.19;0.49;BUT;Arrière centre;Arrière gauche
0.3;0.43;0.07;0.14;BUT;Arrière gauche;Arrière gauche
0.52;0.48;0.18;0.47;BUT;Arrière centre;Arrière gauche
0.58;0.42;0.68;0.52;ARRÊT;Arrière centre;Avant centre
0.62;0.47;0.68;0.3;2 MINUTES;Arrière centre;Arrière droite
0.5;0.54;0.22;0.49;ARRÊT;Avant centre;Arrière gauche
0.32;0.49;0.18;0.47;BUT;Arrière gauche;Arrière gauche
0.29;0.45;0.47;0.53;BUT;Arrière gauche;Avant centre
0.18;0.39;0.38;0.47;NEUTRALISATION;Arrière gauche;Arrière centre
0.77;0.43;0.88;0.48;POTEAU;Arrière droite;Arrière droite
0.23;0.46;0.36;0.32;BUT;Arrière gauche;Arrière centre
0.68;0.5;0.4;0.5;BUT;Avant centre;Avant centre
0.5;0.5;0.5;0.33;BUT;Avant centre;Arrière centre
0.52;0.58;0.13;0.48;ARRÊT;Avant centre;Arrière gauche
0.73;0.44;0.95;0.24;ARRÊT;Arrière droite;Arrière droite
0.91;0.34;0.78;0.43;ARRÊT;Arrière droite;Arrière droite
0.18;0.46;0.05;0.16;ARRÊT;Arrière gauche;Arrière gauche
0.41;0.39;0.37;0.33;BUT;Arrière centre;Arrière centre
0.19;0.4;0.53;0.54;NEUTRALISATION;Arrière gauche;Avant centre
0.26;0.53;0.63;0.54;NEUTRALISATION;Avant centre;Avant centre
0.29;0.35;0.09;0.12;2 MINUTES;Arrière gauche;Arrière gauche
0.54;0.4;0.89;0.22;INTERCEPTION;Arrière centre;Arrière droite
0.24;0.41;0.16;0.45;ARRÊT;Arrière gauche;Arrière gauche
0.32;0.82;0.49;0.86;BUT;Avant centre;Avant centre
0.83;0.35;0.99;0.04;BUT;Arrière droite;Arrière droite
0.71;0.71;0.51;0.6;BUT;Avant centre;Avant centre
0.32;0.51;0.68;0.6;TIR CONTRÉ;Avant centre;Avant centre
0.29;0.49;0.68;0.51;BUT;Arrière gauche;Avant centre
0.6;0.4;0.52;0.38;INTERCEPTION;Arrière centre;Arrière centre
0.32;0.71;0.68;0.71;BUT;Avant centre;Avant centre
0.92;0.52;0.5;0.62;ARRÊT;Avant droite;Avant centre
0.52;0.46;0.26;0.5;BUT;Arrière centre;Avant centre
0.51;0.48;0.17;0.49;BUT;Arrière centre;Arrière gauche
0.62;0.43;0.49;0.33;BUT;Arrière centre;Arrière centre
0.94;0.34;0.86;0.42;BUT;Arrière droite;Arrière droite
0.53;0.52;0.52;0.34;BUT;Avant centre;Arrière centre
0.77;0.53;0.28;0.52;BUT;Avant droite;Avant centre
0.31;0.44;0.19;0.41;BUT;Arrière gauche;Arrière gauche
0.5;0.49;0.82;0.42;2 MINUTES;Arrière centre;Arrière droite
0.54;0.52;0.78;0.46;BUT;Avant centre;Arrière droite
0.5;0.52;0.22;0.46;HORS CADRE;Avant centre;Arrière gauche
0.12;0.83;0.06;0.07;ARRÊT;Avant gauche;Arrière gauche
0.44;0.46;0.43;0.52;BUT;Arrière centre;Avant centre
0.5;0.51;0.48;0.4;PASSE INCOMPLETE;Avant centre;Arrière centre
0.2;0.45;0.52;0.53;BUT;Arrière gauche;Avant centre
0.64;0.5;0.48;0.33;NEUTRALISATION;Avant centre;Arrière centre
0.37;0.43;0.24;0.37;HORS CADRE;Arrière centre;Arrière gauche
0.85;0.43;0.78;0.27;ARRÊT;Arrière droite;Arrière droite
0.55;0.51;0.42;0.33;2 MINUTES;Avant centre;Arrière centre
0.28;0.43;0.06;0.2;BUT;Arrière gauche;Arrière gauche
0.5;0.7;0.1;0.47;BUT;Avant centre;Arrière gauche
0.5;0.41;0.29;0.4;BUT;Arrière centre;Arrière gauche
0.52;0.5;0.84;0.45;BUT;Avant centre;Arrière droite
0.64;0.49;0.52;0.33;BUT;Arrière centre;Arrière centre
0.53;0.43;0.97;0.07;NEUTRALISATION;Arrière centre;Arrière droite
0.48;0.49;0.52;0.33;BUT;Arrière centre;Arrière centre
0.33;0.49;0.66;0.6;ARRÊT;Arrière centre;Avant centre
0.51;0.43;0.4;0.51;BUT;Arrière centre;Avant centre
0.72;0.46;0.85;0.49;BUT;Arrière droite;Arrière droite
0.16;0.57;0.52;0.52;NEUTRALISATION;Avant gauche;Avant centre
0.36;0.48;0.24;0.57;HORS CADRE;Arrière centre;Avant gauche
0.23;0.43;0.27;0.15;ARRÊT;Arrière gauche;Arrière gauche
0.3;0.5;0.32;0.3;NEUTRALISATION;Avant centre;Arrière gauche
0.23;0.3;0.38;0.36;POTEAU;Arrière gauche;Arrière centre
0.54;0.46;0.62;0.34;BUT;Arrière centre;Arrière centre
0.82;0.36;0.68;0.59;POTEAU;Arrière droite;Avant centre
0.48;0.82;0.51;0.7;BUT;Avant centre;Avant centre
0.7;0.55;0.56;0.32;ZONE;Avant centre;Arrière centre
0.84;0.36;0.94;0.04;BUT;Arrière droite;Arrière droite
0.52;0.61;0.94;0.04;ARRÊT;Avant centre;Arrière droite
0.19;0.7;0.53;0.72;BUT;Avant gauche;Avant centre
0.2;0.29;0.08;0.03;BUT;Arrière gauche;Arrière gauche
0.3;0.36;0.56;0.41;ARRÊT;Arrière gauche;Arrière centre
0.52;0.57;0.84;0.54;BUT;Avant centre;Avant droite
0.54;0.47;0.89;0.44;ARRÊT;Arrière centre;Arrière droite
0.16;0.81;0.2;0.81;ARRÊT;Avant gauche;Avant gauche
0.86;0.32;0.97;0.04;BUT;Arrière droite;Arrière droite
0.82;0.3;0.97;0.04;BUT;Arrière droite;Arrière droite
0.35;0.45;0.68;0.58;ARRÊT;Arrière centre;Avant centre
0.52;0.5;0.17;0.5;TIR CONTRÉ;Avant centre;Avant gauche
0.8;0.52;0.37;0.54;BUT;Avant droite;Avant centre
0.51;0.61;0.09;0.52;BUT;Avant centre;Avant gauche
0.66;0.48;0.98;0.05;ARRÊT;Arrière droite;Arrière droite
0.53;0.5;0.89;0.47;BUT;Avant centre;Arrière droite
0.31;0.46;0.54;0.6;BUT;Arrière gauche;Avant centre
0.47;0.52;0.96;0.43;BUT;Avant centre;Arrière droite
0.51;0.45;0.32;0.6;ARRÊT;Arrière centre;Avant centre
0.16;0.54;0.55;0.57;BUT;Avant gauche;Avant centre
0.68;0.37;0.48;0.59;BUT;Arrière droite;Avant centre
0.5;0.81;0.5;0.81;ARRÊT;Avant centre;Avant centre
0.96;0.56;0.41;0.6;ARRÊT;Avant droite;Avant centre
0.44;0.48;0.58;0.35;ARRÊT;Arrière centre;Arrière centre
0.68;0.56;0.39;0.33;BUT;Avant centre;Arrière centre
0.71;0.41;0.83;0.49;ARRÊT;Arrière droite;Arrière droite
0.31;0.38;0.48;0.58;HORS CADRE;Arrière gauche;Avant centre
0.3;0.37;0.54;0.55;BUT;Arrière gauche;Avant centre
0.5;0.42;0.32;0.6;HORS CADRE;Arrière centre;Avant centre
0.54;0.6;0.88;0.52;ARRÊT;Avant centre;Avant droite
0.82;0.49;0.94;0.04;BUT;Arrière droite;Arrière droite
0.43;0.43;0.72;0.18;BUT;Arrière centre;Arrière droite
0.82;0.39;0.94;0.02;BUT;Arrière droite;Arrière droite
0.52;0.59;0.82;0.51;BUT;Avant centre;Avant droite
0.26;0.32;0.06;0.04;BUT;Arrière gauche;Arrière gauche
0.38;0.39;0.57;0.32;BUT;Arrière centre;Arrière centre
0.84;0.28;0.54;0.53;HORS CADRE;Arrière droite;Avant centre
0.52;0.44;0.98;0.03;POTEAU;Arrière centre;Arrière droite
0.16;0.48;0.6;0.6;BUT;Arrière gauche;Avant centre
0.82;0.53;0.52;0.55;TIR CONTRÉ;Avant droite;Avant centre
0.48;0.57;0.14;0.54;ARRÊT;Avant centre;Avant gauche
0.51;0.41;0.83;0.41;ARRÊT;Arrière centre;Arrière droite
0.83;0.41;0.96;0.05;BUT;Arrière droite;Arrière droite
0.51;0.57;0.9;0.51;CONTRE;Avant centre;Avant droite
0.25;0.4;0.2;0.57;HORS CADRE;Arrière gauche;Avant gauche
0.76;0.44;0.8;0.55;BUT;Arrière droite;Avant droite
0.82;0.47;0.52;0.7;BUT;Arrière droite;Avant centre
0.34;0.53;0.59;0.59;BUT;Avant centre;Avant centre
0.27;0.44;0.76;0.57;BUT;Arrière gauche;Avant droite
0.77;0.56;0.37;0.56;BUT;Avant droite;Avant centre
0.34;0.7;0.44;0.34;BUT;Avant centre;Arrière centre
0.46;0.81;0.41;0.81;BUT;Avant centre;Avant centre
0.53;0.82;0.51;0.81;BUT;Avant centre;Avant centre
0.76;0.41;0.78;0.59;ARRÊT;Arrière droite;Avant droite
0.46;0.5;0.52;0.32;BUT;Avant centre;Arrière centre
0.31;0.35;0.19;0.4;BUT;Arrière gauche;Arrière gauche
0.22;0.45;0.22;0.59;BUT;Arrière gauche;Avant gauche
0.52;0.45;0.77;0.56;ARRÊT;Arrière centre;Avant droite
0.52;0.62;0.2;0.55;BUT;Avant centre;Avant gauche
0.26;0.44;0.08;0.44;BUT;Arrière gauche;Arrière gauche
0.64;0.47;0.53;0.34;BUT;Arrière centre;Arrière centre
0.5;0.5;0.25;0.53;2 MINUTES;Avant centre;Avant centre
0.18;0.23;0.63;0.24;BUT;Arrière gauche;Arrière centre
0.33;0.48;0.33;0.54;HORS CADRE;Arrière centre;Avant centre
0.8;0.41;0.98;0.04;ARRÊT;Arrière droite;Arrière droite
0.24;0.43;0.19;0.51;ARRÊT;Arrière gauche;Avant gauche
0.45;0.41;0.49;0.33;BUT;Arrière centre;Arrière centre
0.52;0.54;0.83;0.5;2 MINUTES;Avant centre;Avant droite
0.55;0.44;0.98;0.07;BUT;Arrière centre;Arrière droite
0.51;0.82;0.82;0.71;ARRÊT;Avant centre;Avant droite
0.55;0.48;0.77;0.5;BUT;Arrière centre;Avant droite
0.44;0.5;0.56;0.53;NEUTRALISATION;Avant centre;Avant centre
0.2;0.36;0.05;0.06;ARRÊT;Arrière gauche;Arrière gauche
0.63;0.47;0.88;0.45;BUT;Arrière centre;Arrière droite
0.57;0.51;0.85;0.46;ARRÊT;Avant centre;Arrière droite
0.55;0.48;0.82;0.49;HORS CADRE;Arrière centre;Arrière droite
0.2;0.58;0.34;0.67;BUT;Avant gauche;Avant centre
0.36;0.46;0.35;0.32;NEUTRALISATION;Arrière centre;Arrière centre
0.3;0.44;0.04;0.12;ARRÊT;Arrière gauche;Arrière gauche
0.42;0.49;0.43;0.24;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.53;0.42;0.28;0.38;ARRÊT;Arrière centre;Arrière gauche
0.37;0.45;0.17;0.3;PASSE INCOMPLETE;Arrière centre;Arrière gauche
0.66;0.71;0.28;0.6;BUT;Avant centre;Avant centre
0.78;0.31;0.94;0.07;ARRÊT;Arrière droite;Arrière droite
0.69;0.49;0.53;0.49;ARRÊT;Arrière droite;Arrière centre
0.52;0.69;0.44;0.54;PASSAGE EN FORCE;Avant centre;Avant centre
0.39;0.58;0.74;0.54;BUT;Avant centre;Avant centre
0.51;0.83;0.52;0.84;NEUTRALISATION;Avant centre;Avant centre
0.29;0.45;0.2;0.42;BUT;Arrière gauche;Arrière gauche
0.53;0.5;0.78;0.5;NEUTRALISATION;Avant centre;Avant droite
0.61;0.5;0.35;0.56;ARRÊT;Avant centre;Avant centre
0.6;0.71;0.5;0.52;INTERCEPTION;Avant centre;Avant centre
0.5;0.84;0.26;0.7;BUT;Avant centre;Avant centre
0.75;0.38;0.59;0.35;2 MINUTES;Arrière droite;Arrière centre
0.32;0.46;0.22;0.3;PASSE INCOMPLETE;Arrière gauche;Arrière gauche
0.44;0.5;0.66;0.53;NEUTRALISATION;Avant centre;Avant centre
0.4;0.5;0.19;0.5;NEUTRALISATION;Avant centre;Avant gauche
0.21;0.47;0.28;0.33;NEUTRALISATION;Arrière gauche;Arrière gauche
0.34;0.48;0.33;0.3;NEUTRALISATION;Arrière centre;Arrière centre
0.26;0.44;0.18;0.52;BUT;Arrière gauche;Avant gauche
0.62;0.49;0.47;0.33;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.5;0.83;0.48;0.82;BUT;Avant centre;Avant centre
0.35;0.5;0.78;0.49;HORS CADRE;Avant centre;Arrière droite
0.72;0.5;0.31;0.56;ARRÊT;Avant centre;Avant centre
0.34;0.53;0.74;0.51;NEUTRALISATION;Avant centre;Avant centre
0.93;0.69;0.52;0.94;BUT;Avant droite;Avant centre
0.79;0.33;0.97;0.03;BUT;Arrière droite;Arrière droite
0.52;0.42;0.75;0.38;BUT;Arrière centre;Arrière droite
0.31;0.4;0.36;0.5;BUT;Arrière gauche;Avant centre
0.31;0.52;0.32;0.31;POTEAU;Avant centre;Arrière gauche
0.18;0.27;0.06;0.06;BUT;Arrière gauche;Arrière gauche
0.52;0.5;0.97;0.45;ARRÊT;Avant centre;Arrière droite
0.5;0.61;0.17;0.5;NEUTRALISATION;Avant centre;Avant gauche
0.25;0.5;0.59;0.58;BUT;Avant centre;Avant centre
0.36;0.4;0.51;0.53;BUT;Arrière centre;Avant centre
0.39;0.44;0.52;0.34;BUT;Arrière centre;Arrière centre
0.5;0.53;0.24;0.47;BUT;Avant centre;Arrière gauche
0.19;0.46;0.04;0.03;BUT;Arrière gauche;Arrière gauche
0.23;0.35;0.06;0.03;ARRÊT;Arrière gauche;Arrière gauche
0.2;0.3;0.04;0.05;BUT;Arrière gauche;Arrière gauche
0.51;0.57;0.31;0.55;NEUTRALISATION;Avant centre;Avant centre
0.48;0.41;0.5;0.34;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.52;0.5;0.74;0.53;POTEAU;Avant centre;Avant centre
0.48;0.41;0.57;0.35;BUT;Arrière centre;Arrière centre
0.31;0.46;0.23;0.52;TIR CONTRÉ;Arrière gauche;Avant gauche
0.66;0.5;0.88;0.4;PASSAGE EN FORCE;Avant centre;Arrière droite
0.08;0.39;0.18;0.5;BUT;Arrière gauche;Avant gauche
0.79;0.3;0.97;0.04;POTEAU;Arrière droite;Arrière droite
0.52;0.44;0.4;0.32;BUT;Arrière centre;Arrière centre
0.51;0.57;0.02;0.44;FAUTE OFFENSIVE;Avant centre;Arrière gauche
0.24;0.52;0.78;0.55;ARRÊT;Avant gauche;Avant droite
0.52;0.5;0.83;0.46;2 MINUTES;Avant centre;Arrière droite
0.53;0.5;0.78;0.47;NEUTRALISATION;Avant centre;Arrière droite
0.25;0.44;0.47;0.55;CARTON JAUNE;Arrière gauche;Avant centre
0.54;0.52;0.76;0.51;BUT;Avant centre;Avant droite
0.33;0.46;0.49;0.33;BUT;Arrière centre;Arrière centre
0.52;0.47;0.98;0.05;BUT;Arrière centre;Arrière droite
0.3;0.47;0.51;0.34;NEUTRALISATION;Arrière gauche;Arrière centre
0.42;0.53;0.11;0.5;NEUTRALISATION;Avant centre;Avant gauche
0.3;0.46;0.14;0.46;BUT;Arrière gauche;Arrière gauche
0.84;0.5;0.54;0.54;BUT;Avant droite;Avant centre
0.31;0.45;0.46;0.32;BUT;Arrière gauche;Arrière centre
0.5;0.48;0.54;0.49;NEUTRALISATION;Arrière centre;Arrière centre
0.63;0.48;0.44;0.51;HORS CADRE;Arrière centre;Avant centre
0.53;0.5;0.47;0.34;PIED;Avant centre;Arrière centre
0.7;0.42;0.63;0.33;BUT;Arrière droite;Arrière centre
0.86;0.3;0.98;0.05;BUT;Arrière droite;Arrière droite
0.83;0.38;0.99;0.05;ARRÊT;Arrière droite;Arrière droite
0.17;0.15;0.62;0.28;NEUTRALISATION;Arrière gauche;Arrière centre
0.51;0.63;0.22;0.58;ARRÊT;Avant centre;Avant gauche
0.43;0.49;0.47;0.37;INTERCEPTION;Arrière centre;Arrière centre
0.36;0.4;0.48;0.34;HORS CADRE;Arrière centre;Arrière centre
0.52;0.55;0.85;0.56;ARRÊT;Avant centre;Avant droite
0.2;0.49;0.52;0.56;PASSAGE EN FORCE;Arrière gauche;Avant centre
0.5;0.54;0.18;0.49;PASSAGE EN FORCE;Avant centre;Arrière gauche
0.23;0.7;0.02;0.54;BALLON SORTI;Avant gauche;Avant gauche
0.64;0.48;0.58;0.33;PASSE INCOMPLETE;Arrière centre;Arrière centre
0.52;0.54;0.85;0.5;NEUTRALISATION;Avant centre;Avant droite
0.28;0.4;0.44;0.56;BUT;Arrière gauche;Avant centre
0.46;0.42;0.7;0.47;ARRÊT;Arrière centre;Arrière droite
0.5;0.7;0.18;0.54;PASSAGE EN FORCE;Avant centre;Avant gauche
0.51;0.7;0.77;0.59;BUT;Avant centre;Avant droite
0.91;0.52;0.53;0.6;BUT;Avant droite;Avant centre
0.3;0.35;0.06;0.04;BUT;Arrière gauche;Arrière gauche
0.26;0.71;0.72;0.59;BUT;Avant centre;Avant centre
0.4;0.47;0.73;0.56;ARRÊT;Arrière centre;Avant centre
0.61;0.5;0.3;0.56;BUT;Avant centre;Avant centre
0.23;0.39;0.14;0.41;BUT;Arrière gauche;Arrière gauche
0.16;0.4;0.25;0.56;ARRÊT;Arrière gauche;Avant centre
0.4;0.41;0.5;0.34;BUT;Arrière centre;Arrière centre
0.82;0.22;0.43;0.24;BUT;Arrière droite;Arrière centre
0.4;0.47;0.13;0.45;BUT;Arrière centre;Arrière gauche
0.27;0.4;0.35;0.31;BUT;Arrière gauche;Arrière centre
0.24;0.32;0.04;0.03;BUT;Arrière gauche;Arrière gauche
0.49;0.49;0.44;0.32;BUT;Arrière centre;Arrière centre
0.71;0.51;0.41;0.53;ARRÊT;Avant centre;Avant centre
0.34;0.47;0.48;0.34;BUT;Arrière centre;Arrière centre
0.2;0.49;0.5;0.55;NEUTRALISATION;Arrière gauche;Avant centre
0.39;0.46;0.39;0.33;BUT;Arrière centre;Arrière centre
0.57;0.48;0.35;0.55;ARRÊT;Arrière centre;Avant centre
0.25;0.42;0.22;0.43;BUT;Arrière gauche;Arrière gauche
0.48;0.43;0.47;0.33;NEUTRALISATION;Arrière centre;Arrière centre
0.53;0.49;0.84;0.44;NEUTRALISATION;Arrière centre;Arrière droite
0.72;0.4;0.74;0.52;BUT;Arrière droite;Avant centre
0.47;0.42;0.44;0.54;BUT;Arrière centre;Avant centre
0.5;0.42;0.48;0.31;BUT;Arrière centre;Arrière centre
0.52;0.6;0.87;0.57;ARRÊT;Avant centre;Avant droite
0.26;0.47;0.36;0.3;BUT;Arrière gauche;Arrière centre
0.6;0.52;0.46;0.36;INTERCEPTION;Avant centre;Arrière centre
0.52;0.83;0.77;0.6;BUT;Avant centre;Avant droite
0.34;0.58;0.72;0.55;BUT;Avant centre;Avant centre
0.18;0.38;0.06;0.02;ARRÊT;Arrière gauche;Arrière gauche
0.5;0.7;0.42;0.32;ARRÊT;Avant centre;Arrière centre
0.68;0.4;0.52;0.4;BUT;Arrière droite;Arrière centre
0.39;0.56;0.63;0.58;ARRÊT;Avant centre;Avant centre
0.5;0.58;0.87;0.5;BUT;Avant centre;Avant droite
0.54;0.55;0.25;0.55;ARRÊT;Avant centre;Avant centre
0.49;0.96;0.81;0.7;BUT;Avant centre;Avant droite
0.94;0.46;0.95;0.05;ARRÊT;Arrière droite;Arrière droite
0.8;0.34;0.93;0.08;ARRÊT;Arrière droite;Arrière droite
0.4;0.45;0.51;0.36;BUT;Arrière centre;Arrière centre
0.58;0.44;0.74;0.55;ARRÊT;Arrière centre;Avant centre
0.41;0.4;0.32;0.56;TIR CONTRÉ;Arrière centre;Avant centre
0.51;0.48;0.66;0.3;BUT;Arrière centre;Arrière droite
0.66;0.47;0.47;0.54;BUT;Arrière droite;Avant centre
0.78;0.36;0.94;0.06;ARRÊT;Arrière droite;Arrière droite
0.28;0.5;0.06;0.05;BUT;Avant centre;Arrière gauche
0.2;0.45;0.02;0.08;BALLON SORTI;Arrière gauche;Arrière gauche
0.49;0.61;0.22;0.53;TIR CONTRÉ;Avant centre;Avant gauche
0.54;0.47;0.62;0.31;ARRÊT;Arrière centre;Arrière centre
0.31;0.41;0.25;0.56;BUT;Arrière gauche;Avant centre
0.27;0.44;0.28;0.3;ARRÊT;Arrière gauche;Arrière gauche
0.84;0.42;0.96;0.03;ARRÊT;Arrière droite;Arrière droite
0.5;0.61;0.18;0.52;BUT;Avant centre;Avant gauche
0.88;0.47;0.91;0.27;INTERCEPTION;Arrière droite;Arrière droite
0.5;0.71;0.82;0.59;BUT;Avant centre;Avant droite
0.49;0.42;0.42;0.32;BUT;Arrière centre;Arrière centre
0.65;0.46;0.47;0.33;BUT;Arrière centre;Arrière centre
0.58;0.52;0.82;0.42;ARRÊT;Avant centre;Arrière droite
0.36;0.56;0.85;0.5;ARRÊT;Avant centre;Avant droite
0.42;0.45;0.4;0.59;HORS CADRE;Arrière centre;Avant centre
0.53;0.47;0.85;0.5;BUT;Arrière centre;Avant droite
0.33;0.47;0.71;0.54;BUT;Arrière centre;Avant centre
0.41;0.53;0.77;0.56;BUT;Avant centre;Avant droite
0.4;0.46;0.59;0.31;BUT;Arrière centre;Arrière centre
0.68;0.48;0.55;0.57;ARRÊT;Arrière droite;Avant centre
0.53;0.7;0.66;0.47;INTERCEPTION;Avant centre;Arrière droite
0.8;0.49;0.96;0.25;POTEAU;Arrière droite;Arrière droite
0.22;0.41;0.05;0.03;BUT;Arrière gauche;Arrière gauche
0.28;0.43;0.25;0.52;ARRÊT;Arrière gauche;Avant centre
0.52;0.54;0.82;0.5;BUT;Avant centre;Avant droite
0.66;0.42;0.46;0.33;BUT;Arrière droite;Arrière centre
0.39;0.54;0.84;0.53;ARRÊT;Avant centre;Avant droite
0.32;0.4;0.79;0.49;BUT;Arrière gauche;Arrière droite
0.66;0.46;0.85;0.38;BUT;Arrière droite;Arrière droite
0.52;0.59;0.13;0.52;BUT;Avant centre;Avant gauche
0.94;0.28;0.52;0.69;ARRÊT;Arrière droite;Avant centre
0.5;0.55;0.14;0.43;INTERCEPTION;Avant centre;Arrière gauche
0.91;0.7;0.53;0.7;BUT;Avant droite;Avant centre
0.15;0.5;0.5;0.58;BUT;Avant gauche;Avant centre
0.19;0.39;0.04;0.04;ARRÊT;Arrière gauche;Arrière gauche
0.3;0.58;0.75;0.55;ARRÊT;Avant centre;Avant droite
0.52;0.84;0.66;0.57;BUT;Avant centre;Avant centre
0.26;0.43;0.13;0.29;ARRÊT;Arrière gauche;Arrière gauche
0.28;0.46;0.38;0.3;INTERCEPTION;Arrière gauche;Arrière centre
0.52;0.56;0.14;0.46;BUT;Avant centre;Arrière gauche
0.2;0.48;0.54;0.56;BUT;Arrière gauche;Avant centre
0.53;0.56;0.87;0.47;BUT;Avant centre;Arrière droite
0.39;0.46;0.47;0.31;ARRÊT;Arrière centre;Arrière centre
0.67;0.43;0.59;0.54;POTEAU;Arrière droite;Avant centre
0.66;0.46;0.55;0.33;BUT;Arrière droite;Arrière centre
0.92;0.51;0.49;0.59;BUT;Avant droite;Avant centre
0.41;0.55;0.08;0.44;INTERCEPTION;Avant centre;Arrière gauche
0.52;0.5;0.51;0.32;PASSE INCOMPLETE;Avant centre;Arrière centre
0.94;0.12;0.48;0.4;INTERCEPTION;Arrière droite;Arrière centre
0.54;0.6;0.26;0.5;ARRÊT;Avant centre;Avant centre
0.68;0.45;0.64;0.32;BUT;Arrière droite;Arrière centre
0.54;0.58;0.24;0.52;BUT;Avant centre;Avant gauche
0.52;0.56;0.26;0.54;BUT;Avant centre;Avant centre
0.46;0.84;0.53;0.33;ARRÊT;Avant centre;Arrière centre
0.53;0.55;0.9;0.46;ARRÊT;Avant centre;Arrière droite
0.34;0.44;0.97;0.03;BUT;Arrière centre;Arrière droite
0.5;0.54;0.17;0.42;INTERCEPTION;Avant centre;Arrière gauche
0.52;0.81;0.47;0.72;BUT;Avant centre;Avant centre
0.16;0.5;0.5;0.58;BUT;Avant gauche;Avant centre
0.24;0.5;0.66;0.53;INTERCEPTION;Avant gauche;Avant centre
0.22;0.34;0.06;0.04;BUT;Arrière gauche;Arrière gauche
0.5;0.45;0.56;0.54;ARRÊT;Arrière centre;Avant centre
0.51;0.7;0.08;0.52;POTEAU;Avant centre;Avant gauche
0.4;0.42;0.51;0.31;BUT;Arrière centre;Arrière centre
0.25;0.45;0.98;0.04;BUT;Arrière gauche;Arrière droite
0.2;0.37;0.06;0.06;BUT;Arrière gauche;Arrière gauche
0.41;0.6;0.46;0.44;PASSAGE EN FORCE;Avant centre;Arrière centre
0.39;0.42;0.53;0.33;BUT;Arrière centre;Arrière centre
0.78;0.29;0.96;0.03;ARRÊT;Arrière droite;Arrière droite
0.2;0.53;0.84;0.57;HORS CADRE;Avant gauche;Avant droite
0.77;0.51;0.97;0.04;BUT;Avant droite;Arrière droite
0.66;0.53;0.57;0.43;INTERCEPTION;Avant centre;Arrière centre
0.46;0.81;0.53;0.69;BUT;Avant centre;Avant centre
0.3;0.56;0.77;0.52;BUT;Avant centre;Avant droite
0.36;0.5;0.39;0.31;ARRÊT;Avant centre;Arrière centre
0.22;0.41;0.08;0.27;BUT;Arrière gauche;Arrière gauche
0.37;0.33;0.52;0.6;ARRÊT;Arrière centre;Avant centre
0.43;0.45;0.46;0.32;NEUTRALISATION;Arrière centre;Arrière centre
0.51;0.59;0.27;0.54;BUT;Avant centre;Avant centre
0.97;0.47;0.77;0.55;NEUTRALISATION;Arrière droite;Avant droite
0.48;0.52;0.47;0.4;INTERCEPTION;Avant centre;Arrière centre
0.51;0.56;0.34;0.58;ARRÊT;Avant centre;Avant centre
0.72;0.5;0.52;0.56;POTEAU;Avant centre;Avant centre
0.32;0.44;0.44;0.34;BUT;Arrière gauche;Arrière centre
0.32;0.45;0.44;0.33;BUT;Arrière gauche;Arrière centre
0.9;0.53;0.54;0.59;NEUTRALISATION;Avant droite;Avant centre
0.63;0.4;0.48;0.25;ARRÊT;Arrière centre;Arrière centre
0.7;0.5;0.37;0.59;BUT;Avant centre;Avant centre
0.85;0.26;0.96;0.03;ARRÊT;Arrière droite;Arrière droite
0.29;0.43;0.54;0.59;TIR CONTRÉ;Arrière gauche;Avant centre
0.49;0.48;0.51;0.34;BUT;Arrière centre;Arrière centre
0.51;0.59;0.84;0.5;ARRÊT;Avant centre;Avant droite
0.22;0.32;0.09;0.03;BUT;Arrière gauche;Arrière gauche
0.33;0.49;0.32;0.53;POTEAU;Arrière centre;Avant centre
0.74;0.47;0.36;0.54;CARTON JAUNE;Arrière droite;Avant centre
0.49;0.94;0.16;0.7;BUT;Avant centre;Avant gauche
0.6;0.47;0.56;0.32;BUT;Arrière centre;Arrière centre
0.57;0.42;0.61;0.33;POTEAU;Arrière centre;Arrière centre
0.51;0.82;0.52;0.82;INTERCEPTION;Avant centre;Avant centre
0.53;0.7;0.17;0.54;TIR CONTRÉ;Avant centre;Avant gauche
0.74;0.57;0.51;0.33;BUT;Avant centre;Arrière centre
0.65;0.53;0.28;0.56;POTEAU;Avant centre;Avant centre
0.5;0.81;0.82;0.7;BUT;Avant centre;Avant droite
0.55;0.56;0.74;0.36;PASSE INCOMPLETE;Avant centre;Arrière droite
0.32;0.45;0.97;0.49;BUT;Arrière gauche;Arrière droite
0.49;0.7;0.22;0.57;HORS CADRE;Avant centre;Avant gauche
0.52;0.7;0.49;0.32;BUT;Avant centre;Arrière centre
0.47;0.94;0.26;0.52;ARRÊT;Avant centre;Avant centre
0.78;0.28;0.99;0.05;BUT;Arrière droite;Arrière droite
0.78;0.36;0.94;0.28;POTEAU;Arrière droite;Arrière droite
0.29;0.38;0.13;0.27;INTERCEPTION;Arrière gauche;Arrière gauche
0.49;0.83;0.74;0.71;ARRÊT;Avant centre;Avant centre
